Year,Player,Team,Number
1985-86,Dennis Johnson,BOS,3
1985-86,Eddie Johnson,ATL,3
1985-86,Jeff Lamp,MIL,3
1985-86,Kevin McKenna,WSB,3
1985-86,Sedale Threatt,PHI,3
1985-86,Ennis Whatley,CLE,3
1985-86,Greg Ballard,GSW,4
1985-86,Adrian Dantley,UTA,4
1985-86,Joe Dumars,DET,4
1985-86,Lancaster Gordon,LAC,4
1985-86,Sidney Moncrief,MIL,4
1985-86,Jim Paxson,POR,4
1985-86,Clint Richardson,IND,4
1985-86,Cliff Robinson,WSB,4
1985-86,Byron Scott,LAL,4
1985-86,Darrell Walker,NYK,4
1985-86,Spud Webb,ATL,4
1985-86,Al Wood,SEA,4
1985-86,John Bagley,CLE,5
1985-86,Mike Evans,DEN,5
1985-86,John Lucas,HOU,5
1985-86,Dan Roundfield,WSB,5
1985-86,Bill Walton,BOS,5
1985-86,Walter Davis,PHO,6
1985-86,Julius Erving,PHI,6
1985-86,Alfredrick Hughes,SAS,6
1985-86,Trent Tucker,NYK,6
1985-86,Butch Carter,NYK,7
1985-86,Kenny Fields,MIL,7
1985-86,Claude Gregory,WSB,7
1985-86,Billy McKinney,CHI,7
1985-86,Peter Thibeaux,GSW,7
1985-86,Bernard Thompson,PHO,7
1985-86,Kelly Tripucka,DET,7
1985-86,George Gervin,CHI,8
1985-86,Eddie Johnson,SAC,8
1985-86,Marques Johnson,LAC,8
1985-86,Hank McDowell,HOU,8
1985-86,Rick Robey,PHO,8
1985-86,Lonnie Shelton,CLE,8
1985-86,Scott Wedman,BOS,8
1985-86,Michael Young,PHI,8
1985-86,Perry Moss,PHI,9
1985-86,Michael Adams,SAC,10
1985-86,Otis Birdsong,NJN,10
1985-86,Manute Bol,WSB,10
1985-86,Mike Bratz,SAC,10
1985-86,Ron Brewer,CHI,10
1985-86,Maurice Cheeks,PHI,10
1985-86,Vern Fleming,IND,10
1985-86,Rod Foster,PHO,10
1985-86,Mike Glenn,MIL,10
1985-86,Dave Greenwood,SAS,10
1985-86,Mike Holton,CHI,10
1985-86,Norm Nixon,LAC,10
1985-86,Willie White,DEN,10
1985-86,Randy Wittman,ATL,10
1985-86,Carl Henry,SAC,11
1985-86,Bob McAdoo,PHI,11
1985-86,Mike Sanders,PHO,11
1985-86,Isiah Thomas,DET,11
1985-86,Sam Vincent,BOS,11
1985-86,Ray Williams,SAS,11
1985-86,Voise Winters,PHI,11
1985-86,John Battle,ATL,12
1985-86,Butch Carter,PHI,12
1985-86,Darwin Cook,NJN,12
1985-86,Derek Harper,DAL,12
1985-86,Ronnie Lester,LAL,12
1985-86,Fat Lever,DEN,12
1985-86,Derrick Rowland,MIL,12
1985-86,Jerry Sichting,BOS,12
1985-86,John Stockton,UTA,12
1985-86,Sedric Toney,ATL,12
1985-86,Bryan Warrick,MIL,12
1985-86,Larry Smith,GSW,13
1985-86,Ray Williams,NJN,13
1985-86,David Cooke,SAC,14
1985-86,Franklin Edwards,LAC,14
1985-86,Dale Ellis,DAL,14
1985-86,Rickey Green,UTA,14
1985-86,Chris McNealy,NYK,14
1985-86,Dirk Minniefield,CLE,14
1985-86,Kelvin Ransey,NJN,14
1985-86,Ricky Sobers,SEA,14
1985-86,Darnell Valentine,POR,14
1985-86,Ron Anderson,IND,15
1985-86,Brad Davis,DAL,15
1985-86,Gerald Henderson,SEA,15
1985-86,Craig Hodges,MIL,15
1985-86,Mike Holton,PHO,15
1985-86,Geoff Huston,GSW,15
1985-86,Frank Johnson,WSB,15
1985-86,Vinnie Johnson,DET,15
1985-86,John Paxson,CHI,15
1985-86,Sedric Toney,PHO,15
1985-86,Mitchell Wiggins,HOU,15
1985-86,Johnny Davis,ATL,16
1985-86,Georgi Glouchkov,PHO,16
1985-86,Devin Durrant,PHO,17
1985-86,Chris Mullin,GSW,17
1985-86,Ernie Grunfeld,NYK,18
1985-86,Pace Mannion,UTA,18
1985-86,Derek Smith,LAC,18
1985-86,Cedric Maxwell,LAC,19
1985-86,James Bailey,NYK,20
1985-86,Gene Banks,CHI,20
1985-86,Steve Colter,POR,20
1985-86,Bill Garnett,IND,20
1985-86,Bob Hansen,UTA,20
1985-86,Steve Harris,HOU,20
1985-86,Ozell Jones,LAC,20
1985-86,Maurice Lucas,LAL,20
1985-86,Micheal Ray Richardson,NJN,20
1985-86,Jon Sundvold,SAS,20
1985-86,Terry Teagle,GSW,20
1985-86,Elston Turner,DEN,20
1985-86,Freeman Williams,WSB,20
1985-86,Leon Wood,PHI,20
1985-86,Michael Cooper,LAL,21
1985-86,Sleepy Floyd,GSW,21
1985-86,World B. Free,CLE,21
1985-86,Kenny Green,PHI,21
1985-86,Sidney Green,CHI,21
1985-86,Brian Martin,POR,21
1985-86,Alvin Robertson,SAS,21
1985-86,Jim Thomas,LAC,21
1985-86,Bryan Warrick,IND,21
1985-86,Dominique Wilkins,ATL,21
1985-86,Gerald Wilkins,NYK,21
1985-86,Rolando Blackman,DAL,22
1985-86,Dudley Bradley,WSB,22
1985-86,Larry Drew,SAC,22
1985-86,Clyde Drexler,POR,22
1985-86,Rod Higgins,CHI,22
1985-86,Bill Martin,IND,22
1985-86,Rodney McCray,HOU,22
1985-86,Larry Nance,PHO,22
1985-86,Ricky Pierce,MIL,22
1985-86,Carey Scurry,UTA,22
1985-86,Andrew Toney,PHI,22
1985-86,Rory White,LAC,22
1985-86,Danny Young,SEA,22
1985-86,Terry Catledge,PHI,23
1985-86,Tyrone Corbin,SAS,23
1985-86,Earl Cureton,DET,23
1985-86,Charles Davis,MIL,23
1985-86,T.R. Dunn,DEN,23
1985-86,Jerome Henderson,LAL,23
1985-86,Charles Jones,WSB,23
1985-86,Michael Jordan,CHI,23
1985-86,Bob Thornton,NYK,23
1985-86,Wayman Tisdale,IND,23
1985-86,Danny Vranes,SEA,23
1985-86,Bill Wennington,DAL,23
1985-86,Mark Aguirre,DAL,24
1985-86,Tom Chambers,SEA,24
1985-86,Bill Hanzlik,DEN,24
1985-86,Jay Humphries,PHO,24
1985-86,Bobby Jones,PHI,24
1985-86,Keith Lee,CLE,24
1985-86,Kyle Macy,CHI,24
1985-86,Jeff Malone,WSB,24
1985-86,Reggie Theus,SAC,24
1985-86,Ron Anderson,CLE,25
1985-86,Quinn Buckner,IND,25
1985-86,Bill Cartwright,NYK,25
1985-86,Darren Daye,WSB,25
1985-86,Jerome Kersey,POR,25
1985-86,Mitch Kupchak,LAL,25
1985-86,John Long,DET,25
1985-86,Michael Phelps,SEA,25
1985-86,Paul Pressey,MIL,25
1985-86,Doc Rivers,ATL,25
1985-86,Caldwell Jones,POR,27
1985-86,Allen Leavell,HOU,30
1985-86,Terry Porter,POR,30
1985-86,Tree Rollins,ATL,30
1985-86,Nick Vanos,PHO,30
1985-86,Sam Bowie,POR,31
1985-86,Wallace Bryant,LAC,31
1985-86,George Johnson,WSB,31
1985-86,Earl Jones,MIL,31
1985-86,Mike O'Koren,NJN,31
1985-86,Kurt Rambis,LAL,31
1985-86,Jay Vincent,DAL,31
1985-86,Granville Waiters,HOU,31
1985-86,Pete Williams,DEN,31
1985-86,Lester Conner,GSW,32
1985-86,Roy Hinson,CLE,32
1985-86,Mike Holton,CHI,32
1985-86,Marc Iavaroni,SAS,32
1985-86,Magic Johnson,LAL,32
1985-86,Jon Koncak,ATL,32
1985-86,Lewis Lloyd,HOU,32
1985-86,Karl Malone,UTA,32
1985-86,Kevin McHale,BOS,32
1985-86,Charles Pittman,PHO,32
1985-86,Detlef Schrempf,DAL,32
1985-86,Herb Williams,IND,32
1985-86,Leon Wood,WSB,32
1985-86,Kareem Abdul-Jabbar,LAL,33
1985-86,Alvan Adams,PHO,33
1985-86,Larry Bird,BOS,33
1985-86,Uwe Blab,DAL,33
1985-86,Frank Brickowski,SEA,33
1985-86,Antoine Carr,ATL,33
1985-86,Patrick Ewing,NYK,33
1985-86,Steve Johnson,SAS,33
1985-86,Clark Kellogg,IND,33
1985-86,Ben McDonald,CLE,33
1985-86,Calvin Natt,DEN,33
1985-86,Jawann Oldham,CHI,33
1985-86,Robert Reid,HOU,33
1985-86,Fred Roberts,UTA,33
1985-86,Walker Russell,DET,33
1985-86,Otis Thorpe,SAC,33
1985-86,Jerome Whitehead,GSW,33
1985-86,Charles Barkley,PHI,34
1985-86,Rick Carlisle,BOS,34
1985-86,Kenny Carr,POR,34
1985-86,Terry Cummings,MIL,34
1985-86,Petur Gudmundsson,LAL,34
1985-86,Charles Jones,PHO,34
1985-86,Xavier McDaniel,SEA,34
1985-86,Mike Mitchell,SAS,34
1985-86,Charles Oakley,CHI,34
1985-86,Hakeem Olajuwon,HOU,34
1985-86,Danny Schayes,DEN,34
1985-86,Guy Williams,GSW,34
1985-86,Fred Cofield,NYK,35
1985-86,Mike Gibson,DET,35
1985-86,Phil Hubbard,CLE,35
1985-86,Joe Kleine,SAC,35
1985-86,Brian Martin,SEA,35
1985-86,Jerry Reynolds,MIL,35
1985-86,Larry Spriggs,LAL,35
1985-86,Jeff Turner,NJN,35
1985-86,Sly Williams,BOS,35
1985-86,Jeff Cross,LAC,38
1985-86,Mike Brittain,SAS,40
1985-86,Dave Corzine,CHI,40
1985-86,Ron Crevier,GSW,40
1985-86,James Donaldson,DAL,40
1985-86,Yvon Joseph,NJN,40
1985-86,Bill Laimbeer,DET,40
1985-86,Tim McCormick,SEA,40
1985-86,Mike McGee,LAL,40
1985-86,Kurt Nimphius,DAL,40
1985-86,Steve Stipanovich,IND,40
1985-86,Terry Tyler,SAC,40
1985-86,Thurl Bailey,UTA,41
1985-86,Sam Perkins,DAL,41
1985-86,Blair Rasmussen,DEN,41
1985-86,Greg Stokes,PHI,41
1985-86,LaSalle Thompson,SAC,41
1985-86,Mark West,CLE,41
1985-86,Wayne Cooper,DEN,42
1985-86,Ron Crevier,DET,42
1985-86,Pat Cummings,NYK,42
1985-86,Mike Gminski,NJN,42
1985-86,Chuck Nevitt,DET,42
1985-86,Alex Stivrins,SEA,42
1985-86,Kevin Willis,ATL,42
1985-86,Mike Woodson,SAC,42
1985-86,James Worthy,LAL,42
1985-86,Lorenzo Charles,ATL,43
1985-86,Marc Iavaroni,UTA,43
1985-86,Mickey Johnson,NJN,43
1985-86,Harold Keeling,DAL,43
1985-86,Chuck Nevitt,LAL,43
1985-86,Jim Petersen,HOU,43
1985-86,Jeff Ruland,WSB,43
1985-86,Jack Sikma,SEA,43
1985-86,Terence Stansbury,IND,43
1985-86,Mychal Thompson,POR,43
1985-86,Danny Ainge,BOS,44
1985-86,Michael Cage,LAC,44
1985-86,Quintin Dailey,CHI,44
1985-86,Scott Hastings,ATL,44
1985-86,Edgar Jones,CLE,44
1985-86,Rick Mahorn,DET,44
1985-86,Dwayne McClain,IND,44
1985-86,Paul Mokeski,MIL,44
1985-86,Paul Thompson,PHI,44
1985-86,Randy Breuer,MIL,45
1985-86,Bobby Cattage,NJN,45
1985-86,Jeff Cook,SAS,45
1985-86,A.C. Green,LAL,45
1985-86,Clemon Johnson,PHI,45
1985-86,Purvis Short,GSW,45
1985-86,David Thirdkill,BOS,45
1985-86,Jeff Wilkins,SAS,45
1985-86,Jay Murphy,LAC,46
1985-86,Steve Hayes,UTA,50
1985-86,Rich Kelley,SAC,50
1985-86,Greg Kite,BOS,50
1985-86,Ben Poquette,CLE,50
1985-86,Ralph Sampson,HOU,50
1985-86,Pete Verhoeven,GSW,50
1985-86,David Pope,SEA,51
1985-86,George Johnson,SEA,52
1985-86,Mike Smrek,CHI,52
1985-86,Jamaal Wilkes,LAC,52
1985-86,Buck Williams,NJN,52
1985-86,Wallace Bryant,DAL,53
1985-86,Darryl Dawkins,NJN,53
1985-86,Mark Eaton,UTA,53
1985-86,James Edwards,PHO,53
1985-86,Artis Gilmore,SAS,53
1985-86,Cliff Levingston,ATL,53
1985-86,Alton Lister,MIL,53
1985-86,Mark Olberding,SAC,53
1985-86,Kent Benson,DET,54
1985-86,Tom McMillen,WSB,54
1985-86,Ed Pinckney,PHO,54
1985-86,Melvin Turpin,CLE,54
1985-86,Stuart Gray,IND,55
1985-86,Rod Higgins,SEA,55
1985-86,Albert King,NJN,55
1985-86,Louis Orr,NYK,55
1985-86,Kiki Vandeweghe,POR,55
1986-87,Benoit Benjamin,LAC,00
1986-87,Tony Campbell,DET,00
1986-87,Kevin Duckworth,POR,00
1986-87,Johnny Moore,SAS,00
1986-87,Robert Parish,BOS,00
1986-87,Orlando Woolridge,NJN,0
1986-87,Buck Johnson,HOU,1
1986-87,Wes Matthews,LAL,1
1986-87,Darnell Valentine,LAC,1
1986-87,Pearl Washington,NJN,1
1986-87,Gus Williams,ATL,1
1986-87,James Bailey,NJN,2
1986-87,Junior Bridgeman,MIL,2
1986-87,Joe Barry Carroll,GSW,2
1986-87,Larry Drew,LAC,2
1986-87,Alex English,DEN,2
1986-87,Rory Sparrow,NYK,2
1986-87,Ennis Whatley,WSB,2
1986-87,Othell Wilson,SAC,2
1986-87,Perry Young,POR,2
1986-87,Craig Ehlo,CLE,3
1986-87,Dale Ellis,SEA,3
1986-87,Grant Gondrezick,PHO,3
1986-87,Dennis Johnson,BOS,3
1986-87,Sedale Threatt,CHI,3
1986-87,Joe Dumars,DET,4
1986-87,Lancaster Gordon,LAC,4
1986-87,Ron Harper,CLE,4
1986-87,Conner Henry,HOU,4
1986-87,Moses Malone,WSB,4
1986-87,Sidney Moncrief,MIL,4
1986-87,Jim Paxson,POR,4
1986-87,Clint Richardson,IND,4
1986-87,Cliff Robinson,PHI,4
1986-87,Byron Scott,LAL,4
1986-87,Kelly Tripucka,UTA,4
1986-87,Darrell Walker,DEN,4
1986-87,Spud Webb,ATL,4
1986-87,Al Wood,DAL,4
1986-87,John Bagley,CLE,5
1986-87,Greg Ballard,GSW,5
1986-87,Mike Evans,DEN,5
1986-87,Dave Feitl,HOU,5
1986-87,John Paxson,CHI,5
1986-87,Dan Roundfield,WSB,5
1986-87,Scott Skiles,MIL,5
1986-87,Bill Walton,BOS,5
1986-87,Walter Berry,SAS,6
1986-87,Walter Davis,PHO,6
1986-87,Julius Erving,PHI,6
1986-87,Mike Holton,POR,6
1986-87,Myron Jackson,DAL,6
1986-87,Brad Sellers,CHI,6
1986-87,Trent Tucker,NYK,6
1986-87,Michael Brooks,IND,7
1986-87,Gerald Henderson,NYK,7
1986-87,Forrest McKenzie,SAS,7
1986-87,Bernard Thompson,PHO,7
1986-87,Andre Turner,BOS,7
1986-87,Eddie Johnson,SAC,8
1986-87,Marques Johnson,LAC,8
1986-87,Chris Washburn,GSW,8
1986-87,Scott Wedman,BOS,8
1986-87,Brad Wright,NYK,8
1986-87,Otis Birdsong,NJN,10
1986-87,Manute Bol,WSB,10
1986-87,Maurice Cheeks,PHI,10
1986-87,Vern Fleming,IND,10
1986-87,Mike Glenn,MIL,10
1986-87,Dave Greenwood,SAS,10
1986-87,John Lucas,MIL,10
1986-87,Fernando Martin,POR,10
1986-87,Nate McMillan,SEA,10
1986-87,Dirk Minniefield,HOU,10
1986-87,Perry Moss,GSW,10
1986-87,Pete Myers,CHI,10
1986-87,Dennis Rodman,DET,10
1986-87,Randy Wittman,ATL,10
1986-87,Fred Cofield,CHI,11
1986-87,Stewart Granger,NYK,11
1986-87,Anthony Jones,SAS,11
1986-87,Jim Lampley,PHI,11
1986-87,Maurice Martin,DEN,11
1986-87,Ron Rowan,POR,11
1986-87,Mike Sanders,PHO,11
1986-87,Clinton Smith,GSW,11
1986-87,Keith Smith,MIL,11
1986-87,Isiah Thomas,DET,11
1986-87,Sam Vincent,BOS,11
1986-87,Rafael Addison,PHO,12
1986-87,John Battle,ATL,12
1986-87,Don Collins,MIL,12
1986-87,Darwin Cook,WSB,12
1986-87,World B. Free,PHI,12
1986-87,Sidney Green,DET,12
1986-87,Derek Harper,DAL,12
1986-87,Fat Lever,DEN,12
1986-87,Kevin McKenna,NJN,12
1986-87,Dwayne Polee,LAC,12
1986-87,Jerry Sichting,BOS,12
1986-87,John Stockton,UTA,12
1986-87,Perry Young,CHI,12
1986-87,Larry Smith,GSW,13
1986-87,Ray Williams,NJN,13
1986-87,Michael Adams,WSB,14
1986-87,Steve Colter,PHI,14
1986-87,Rickey Green,UTA,14
1986-87,Jeff Hornacek,PHO,14
1986-87,Chris McNealy,NYK,14
1986-87,Dirk Minniefield,CLE,14
1986-87,Ron Anderson,IND,15
1986-87,Brad Davis,DAL,15
1986-87,Gerald Henderson,SEA,15
1986-87,Craig Hodges,MIL,15
1986-87,Geoff Huston,LAC,15
1986-87,Eddie Johnson,SEA,15
1986-87,Frank Johnson,WSB,15
1986-87,Vinnie Johnson,DET,15
1986-87,Mitchell Wiggins,HOU,15
1986-87,Michael Wilson,ATL,15
1986-87,Mike Brown,CHI,17
1986-87,Chris Mullin,GSW,17
1986-87,Cedric Maxwell,HOU,18
1986-87,Derek Smith,SAC,18
1986-87,Hot Rod Williams,CLE,18
1986-87,Cedric Maxwell,LAC,19
1986-87,Gene Banks,CHI,20
1986-87,Quintin Dailey,LAC,20
1986-87,Darren Daye,BOS,20
1986-87,Bob Hansen,UTA,20
1986-87,Steve Harris,HOU,20
1986-87,Maurice Lucas,SEA,20
1986-87,Pace Mannion,NJN,20
1986-87,Scooter McCray,CLE,20
1986-87,Jon Sundvold,SAS,20
1986-87,Terry Teagle,GSW,20
1986-87,Danny Vranes,PHI,20
1986-87,Walter Berry,POR,21
1986-87,Michael Cooper,LAL,21
1986-87,Sleepy Floyd,GSW,21
1986-87,Kenny Green,PHI,21
1986-87,Dennis Nutt,DAL,21
1986-87,Harold Pressley,SAC,21
1986-87,Alvin Robertson,SAS,21
1986-87,Elston Turner,CHI,21
1986-87,Dominique Wilkins,ATL,21
1986-87,Gerald Wilkins,NYK,21
1986-87,Rolando Blackman,DAL,22
1986-87,Steve Colter,CHI,22
1986-87,Clyde Drexler,POR,22
1986-87,Jerry Eaves,SAC,22
1986-87,Franklin Edwards,SAC,22
1986-87,Rod Higgins,GSW,22
1986-87,Rodney McCray,HOU,22
1986-87,Larry Nance,PHO,22
1986-87,Johnny Newman,CLE,22
1986-87,Ricky Pierce,MIL,22
1986-87,John Salley,DET,22
1986-87,Carey Scurry,UTA,22
1986-87,Otis Smith,DEN,22
1986-87,Andrew Toney,PHI,22
1986-87,Rory White,LAC,22
1986-87,Michael Wilson,NJN,22
1986-87,Danny Young,SEA,22
1986-87,Tyrone Corbin,CLE,23
1986-87,T.R. Dunn,DEN,23
1986-87,Roy Hinson,PHI,23
1986-87,Charles Jones,WSB,23
1986-87,Michael Jordan,CHI,23
1986-87,Bob Thornton,NYK,23
1986-87,Wayman Tisdale,IND,23
1986-87,Bill Wennington,DAL,23
1986-87,Mark Aguirre,DAL,24
1986-87,Dudley Bradley,MIL,24
1986-87,Adrian Branch,LAL,24
1986-87,Tom Chambers,SEA,24
1986-87,Johnny Dawkins,SAS,24
1986-87,Bill Hanzlik,DEN,24
1986-87,Cedric Henderson,ATL,24
1986-87,Jay Humphries,PHO,24
1986-87,Keith Lee,CLE,24
1986-87,Jeff Malone,WSB,24
1986-87,Reggie Theus,SAC,24
1986-87,Perry Young,CHI,24
1986-87,Bill Cartwright,NYK,25
1986-87,Earl Cureton,CHI,25
1986-87,Jerome Kersey,POR,25
1986-87,John Long,IND,25
1986-87,Mike O'Koren,WSB,25
1986-87,Michael Phelps,SEA,25
1986-87,Paul Pressey,MIL,25
1986-87,Mark Price,CLE,25
1986-87,Doc Rivers,ATL,25
1986-87,Brook Steppe,SAC,25
1986-87,David Wingate,PHI,25
1986-87,Bill Martin,NYK,26
1986-87,McKinley Singleton,NYK,26
1986-87,Caldwell Jones,POR,27
1986-87,Dell Curry,UTA,30
1986-87,Darren Daye,CHI,30
1986-87,Bernard King,NYK,30
1986-87,Allen Leavell,HOU,30
1986-87,Ben McDonald,GSW,30
1986-87,Terry Porter,POR,30
1986-87,Tree Rollins,ATL,30
1986-87,Jeff Turner,NJN,30
1986-87,Nick Vanos,PHO,30
1986-87,Kevin Williams,SEA,30
1986-87,Sam Bowie,POR,31
1986-87,Cedric Henderson,MIL,31
1986-87,Kevin Henderson,GSW,31
1986-87,Steffond Johnson,LAC,31
1986-87,Mark McNamara,PHI,31
1986-87,Kurt Rambis,LAL,31
1986-87,Fred Roberts,BOS,31
1986-87,Walker Russell,IND,31
1986-87,Jay Vincent,WSB,31
1986-87,Granville Waiters,CHI,31
1986-87,Pete Williams,DEN,31
1986-87,Mark Alarie,DEN,32
1986-87,Magic Johnson,LAL,32
1986-87,Jon Koncak,ATL,32
1986-87,Lewis Lloyd,HOU,32
1986-87,Karl Malone,UTA,32
1986-87,Kevin McHale,BOS,32
1986-87,Ed Nealy,SAS,32
1986-87,Johnny Rogers,SAC,32
1986-87,Detlef Schrempf,DAL,32
1986-87,Herb Williams,IND,32
1986-87,Kareem Abdul-Jabbar,LAL,33
1986-87,Alvan Adams,PHO,33
1986-87,Larry Bird,BOS,33
1986-87,Uwe Blab,DAL,33
1986-87,Antoine Carr,ATL,33
1986-87,Terry Catledge,WSB,33
1986-87,Patrick Ewing,NYK,33
1986-87,Steve Johnson,POR,33
1986-87,Clark Kellogg,IND,33
1986-87,Calvin Natt,DEN,33
1986-87,Robert Reid,HOU,33
1986-87,Otis Thorpe,SAC,33
1986-87,Jerome Whitehead,GSW,33
1986-87,Leon Wood,NJN,33
1986-87,Charles Barkley,PHI,34
1986-87,Rick Carlisle,BOS,34
1986-87,Kenny Carr,POR,34
1986-87,Terry Cummings,MIL,34
1986-87,Xavier McDaniel,SEA,34
1986-87,Mike Mitchell,SAS,34
1986-87,Charles Oakley,CHI,34
1986-87,Hakeem Olajuwon,HOU,34
1986-87,Danny Schayes,DEN,34
1986-87,Kenny Walker,NYK,34
1986-87,John Williams,WSB,34
1986-87,Tony Brown,NJN,35
1986-87,Darrell Griffith,UTA,35
1986-87,Phil Hubbard,CLE,35
1986-87,Joe Kleine,SAC,35
1986-87,Jerry Reynolds,MIL,35
1986-87,John Schweitz,DET,35
1986-87,Jeff Taylor,DET,35
1986-87,Richard Anderson,HOU,40
1986-87,Mike Brittain,SAS,40
1986-87,Ben Coleman,NJN,40
1986-87,Dave Corzine,CHI,40
1986-87,James Donaldson,DAL,40
1986-87,Jerome Henderson,MIL,40
1986-87,Bill Laimbeer,DET,40
1986-87,Tim McCormick,PHI,40
1986-87,Mike McGee,ATL,40
1986-87,Cozell McQueen,DET,40
1986-87,Kurt Nimphius,LAC,40
1986-87,Russ Schoene,SEA,40
1986-87,Steve Stipanovich,IND,40
1986-87,Terry Tyler,SAC,40
1986-87,Marvin Webster,MIL,40
1986-87,Thurl Bailey,UTA,41
1986-87,Tim Kempton,LAC,41
1986-87,Hank McDowell,MIL,41
1986-87,Kurt Nimphius,DET,41
1986-87,Blair Rasmussen,DEN,41
1986-87,LaSalle Thompson,SAC,41
1986-87,Mark West,CLE,41
1986-87,Wayne Cooper,DEN,42
1986-87,Pat Cummings,NYK,42
1986-87,Bruce Douglas,SAC,42
1986-87,Mike Gminski,NJN,42
1986-87,Curtis Kitchen,SEA,42
1986-87,Larry Krystkowiak,SAS,42
1986-87,Jay Murphy,WSB,42
1986-87,Chuck Nevitt,DET,42
1986-87,Roy Tarpley,DAL,42
1986-87,Kevin Willis,ATL,42
1986-87,Mike Woodson,LAC,42
1986-87,James Worthy,LAL,42
1986-87,Frank Brickowski,LAL,43
1986-87,Brad Daugherty,CLE,43
1986-87,Conner Henry,BOS,43
1986-87,Marc Iavaroni,UTA,43
1986-87,Jim Petersen,HOU,43
1986-87,Jeff Ruland,PHI,43
1986-87,Jack Sikma,MIL,43
1986-87,Mychal Thompson,LAL,43
1986-87,Danny Ainge,BOS,44
1986-87,Michael Cage,LAC,44
1986-87,Kenny Gattison,PHO,44
1986-87,Scott Hastings,ATL,44
1986-87,Anthony Jones,WSB,44
1986-87,Kyle Macy,IND,44
1986-87,Rick Mahorn,DET,44
1986-87,Paul Mokeski,MIL,44
1986-87,Jawann Oldham,NYK,44
1986-87,Sam Perkins,DAL,44
1986-87,Terence Stansbury,SEA,44
1986-87,Randy Breuer,MIL,45
1986-87,Adrian Dantley,DET,45
1986-87,A.C. Green,LAL,45
1986-87,Clemon Johnson,SEA,45
1986-87,Chuck Person,IND,45
1986-87,Purvis Short,GSW,45
1986-87,David Thirdkill,BOS,45
1986-87,Eddie Lee Wilkins,NYK,45
1986-87,William Bedford,PHO,50
1986-87,Joe Binion,POR,50
1986-87,Chris Engler,MIL,50
1986-87,Greg Kite,BOS,50
1986-87,Ben Poquette,CHI,50
1986-87,Ralph Sampson,HOU,50
1986-87,Pete Verhoeven,IND,50
1986-87,Mike Smrek,LAL,52
1986-87,Buck Williams,NJN,52
1986-87,Darryl Dawkins,NJN,53
1986-87,Mark Eaton,UTA,53
1986-87,James Edwards,PHO,53
1986-87,Artis Gilmore,SAS,53
1986-87,Cliff Levingston,ATL,53
1986-87,Alton Lister,SEA,53
1986-87,Mark Olberding,SAC,53
1986-87,Kent Benson,UTA,54
1986-87,Greg Dreiling,IND,54
1986-87,Kevin Duckworth,SAS,54
1986-87,Kenny Fields,LAC,54
1986-87,Ed Pinckney,PHO,54
1986-87,Melvin Turpin,CLE,54
1986-87,Stuart Gray,IND,55
1986-87,Albert King,NJN,55
1986-87,Louis Orr,NYK,55
1986-87,Billy Thompson,LAL,55
1986-87,Kiki Vandeweghe,POR,55
1987-88,Conner Henry,SAC,UNK
1987-88,Scott Skiles,IND,UNK
1987-88,Reggie Theus,SAC,UNK
1987-88,Bernard Thompson,PHO,UNK
1987-88,Benoit Benjamin,LAC,00
1987-88,Kevin Duckworth,POR,00
1987-88,Johnny Moore,NJN,00
1987-88,Robert Parish,BOS,00
1987-88,Orlando Woolridge,NJN,0
1987-88,Muggsy Bogues,WSB,1
1987-88,Billy Donovan,NYK,1
1987-88,Buck Johnson,HOU,1
1987-88,Wes Matthews,LAL,1
1987-88,Darnell Valentine,LAC,1
1987-88,Pearl Washington,NJN,1
1987-88,Ennis Whatley,ATL,1
1987-88,Leon Wood,ATL,1
1987-88,Steve Alford,DAL,2
1987-88,James Bailey,PHO,2
1987-88,Joe Barry Carroll,GSW,2
1987-88,Larry Drew,LAC,2
1987-88,Alex English,DEN,2
1987-88,Michael Jackson,SAC,2
1987-88,Rory Sparrow,CHI,2
1987-88,Nate Blackwell,SAS,3
1987-88,Rick Carlisle,NYK,3
1987-88,Craig Ehlo,CLE,3
1987-88,Dale Ellis,SEA,3
1987-88,Dave Henderson,PHI,3
1987-88,Dennis Johnson,BOS,3
1987-88,Jeff Lamp,LAL,3
1987-88,Pace Mannion,MIL,3
1987-88,Sedale Threatt,CHI,3
1987-88,Kermit Washington,GSW,3
1987-88,Joe Dumars,DET,4
1987-88,Lancaster Gordon,LAC,4
1987-88,Ron Harper,CLE,4
1987-88,Moses Malone,WSB,4
1987-88,Sidney Moncrief,MIL,4
1987-88,Johnny Newman,NYK,4
1987-88,Jim Paxson,BOS,4
1987-88,Cliff Robinson,PHI,4
1987-88,Byron Scott,LAL,4
1987-88,Sedale Threatt,SEA,4
1987-88,Mark Wade,GSW,4
1987-88,Spud Webb,ATL,4
1987-88,Tony White,GSW,4
1987-88,John Bagley,NJN,5
1987-88,Mike Evans,DEN,5
1987-88,Dave Feitl,GSW,5
1987-88,John Paxson,CHI,5
1987-88,Darrell Walker,WSB,5
1987-88,Clinton Wheeler,IND,5
1987-88,Walter Berry,SAS,6
1987-88,Walter Davis,PHO,6
1987-88,Mike Holton,POR,6
1987-88,Larry Nance,CLE,6
1987-88,Brad Sellers,CHI,6
1987-88,Trent Tucker,NYK,6
1987-88,Lester Conner,HOU,7
1987-88,Gerald Henderson,NYK,7
1987-88,Kelly Tripucka,UTA,7
1987-88,Eddie Johnson,PHO,8
